ID,NAME,LEVEL,ICON,CHAT_LINK
10433,Precise Chain Pauldrons,20,https://render.guildwars2.com/file/11BB7CFB6AE726E8EA77F006C7C24EFDCBCFBFF3/61383.png,[&AgHBKAAA]
10434,Resilient Chain Pauldrons,20,https://render.guildwars2.com/file/11BB7CFB6AE726E8EA77F006C7C24EFDCBCFBFF3/61383.png,[&AgHCKAAA]
10435,Vital Chain Pauldrons,20,https://render.guildwars2.com/file/11BB7CFB6AE726E8EA77F006C7C24EFDCBCFBFF3/61383.png,[&AgHDKAAA]
10436,Ravaging Scale Pauldrons,25,https://render.guildwars2.com/file/1DAB2F089B95C809E9B042EA6F63ABCF7D32CC4F/61389.png,[&AgHEKAAA]
10437,Scale Pauldrons,25,https://render.guildwars2.com/file/1DAB2F089B95C809E9B042EA6F63ABCF7D32CC4F/61389.png,[&AgHFKAAA]
10438,Vigorous Scale Pauldrons,25,https://render.guildwars2.com/file/1DAB2F089B95C809E9B042EA6F63ABCF7D32CC4F/61389.png,[&AgHGKAAA]
10439,Strong Scale Pauldrons,30,https://render.guildwars2.com/file/1DAB2F089B95C809E9B042EA6F63ABCF7D32CC4F/61389.png,[&AgHHKAAA]
10440,Honed Scale Pauldrons,30,https://render.guildwars2.com/file/1DAB2F089B95C809E9B042EA6F63ABCF7D32CC4F/61389.png,[&AgHIKAAA]
10441,Hearty Scale Pauldrons,30,https://render.guildwars2.com/file/1DAB2F089B95C809E9B042EA6F63ABCF7D32CC4F/61389.png,[&AgHJKAAA]
10442,Ravaging Scale Pauldrons,35,https://render.guildwars2.com/file/1DAB2F089B95C809E9B042EA6F63ABCF7D32CC4F/61389.png,[&AgHKKAAA]
10443,Scale Pauldrons,35,https://render.guildwars2.com/file/1DAB2F089B95C809E9B042EA6F63ABCF7D32CC4F/61389.png,[&AgHLKAAA]
10444,Vigorous Scale Pauldrons,35,https://render.guildwars2.com/file/1DAB2F089B95C809E9B042EA6F63ABCF7D32CC4F/61389.png,[&AgHMKAAA]
10445,Strong Scale Pauldrons,35,https://render.guildwars2.com/file/1DAB2F089B95C809E9B042EA6F63ABCF7D32CC4F/61389.png,[&AgHNKAAA]
10446,Honed Scale Pauldrons,35,https://render.guildwars2.com/file/1DAB2F089B95C809E9B042EA6F63ABCF7D32CC4F/61389.png,[&AgHOKAAA]
10447,Hearty Scale Pauldrons,35,https://render.guildwars2.com/file/1DAB2F089B95C809E9B042EA6F63ABCF7D32CC4F/61389.png,[&AgHPKAAA]
10448,Malign Chain Legs,10,https://render.guildwars2.com/file/EFB916FBEF03AE7C4F6BF9A0B76115AC5D5A8029/63233.png,[&AgHQKAAA]
10449,Healing Chain Legs,20,https://render.guildwars2.com/file/EFB916FBEF03AE7C4F6BF9A0B76115AC5D5A8029/63233.png,[&AgHRKAAA]
10450,Malign Chain Legs,20,https://render.guildwars2.com/file/EFB916FBEF03AE7C4F6BF9A0B76115AC5D5A8029/63233.png,[&AgHSKAAA]
10451,Ravaging Scale Legs,25,https://render.guildwars2.com/file/569E5C57B2A179C9F6B0760ED87EE0B4F75D537A/61388.png,[&AgHTKAAA]
10452,Hearty Scale Legs,35,https://render.guildwars2.com/file/569E5C57B2A179C9F6B0760ED87EE0B4F75D537A/61388.png,[&AgHUKAAA]
10453,Ravaging Scale Legs,35,https://render.guildwars2.com/file/569E5C57B2A179C9F6B0760ED87EE0B4F75D537A/61388.png,[&AgHVKAAA]
10454,Malign Chain Boots,10,https://render.guildwars2.com/file/C80D5A9E0D3432DBE44A0BCAEF5A411DCF240A6F/63231.png,[&AgHWKAAA]
10455,Healing Chain Boots,20,https://render.guildwars2.com/file/C80D5A9E0D3432DBE44A0BCAEF5A411DCF240A6F/63231.png,[&AgHXKAAA]
10456,Malign Chain Boots,20,https://render.guildwars2.com/file/C80D5A9E0D3432DBE44A0BCAEF5A411DCF240A6F/63231.png,[&AgHYKAAA]
10457,Ravaging Scale Boots,25,https://render.guildwars2.com/file/CCC20FCEAA5110094309B72ADF090BBF242C0F23/63234.png,[&AgHZKAAA]
10458,Hearty Scale Boots,35,https://render.guildwars2.com/file/CCC20FCEAA5110094309B72ADF090BBF242C0F23/63234.png,[&AgHaKAAA]
10459,Ravaging Scale Boots,35,https://render.guildwars2.com/file/CCC20FCEAA5110094309B72ADF090BBF242C0F23/63234.png,[&AgHbKAAA]
10460,Malign Chain Gauntlets,10,https://render.guildwars2.com/file/ACC096F39F7E74E5BB00280608FC139E1A09FF26/63232.png,[&AgHcKAAA]
10461,Healing Chain Gauntlets,20,https://render.guildwars2.com/file/ACC096F39F7E74E5BB00280608FC139E1A09FF26/63232.png,[&AgHdKAAA]
10462,Malign Chain Gauntlets,20,https://render.guildwars2.com/file/ACC096F39F7E74E5BB00280608FC139E1A09FF26/63232.png,[&AgHeKAAA]
10463,Ravaging Scale Gauntlets,25,https://render.guildwars2.com/file/160771D67E2320C267E2C944A92B980C38163A38/63236.png,[&AgHfKAAA]
10464,Hearty Scale Gauntlets,35,https://render.guildwars2.com/file/160771D67E2320C267E2C944A92B980C38163A38/63236.png,[&AgHgKAAA]
10465,Ravaging Scale Gauntlets,35,https://render.guildwars2.com/file/160771D67E2320C267E2C944A92B980C38163A38/63236.png,[&AgHhKAAA]
10466,Malign Chain Coat,10,https://render.guildwars2.com/file/0503060B421E6790A24A7409171F0A0D5A2067F3/63230.png,[&AgHiKAAA]
10467,Healing Chain Coat,20,https://render.guildwars2.com/file/0503060B421E6790A24A7409171F0A0D5A2067F3/63230.png,[&AgHjKAAA]
10468,Malign Chain Coat,20,https://render.guildwars2.com/file/0503060B421E6790A24A7409171F0A0D5A2067F3/63230.png,[&AgHkKAAA]
10469,Ravaging Scale Coat,25,https://render.guildwars2.com/file/CB05A3BAE659640995CA934C62726D39CC980DA4/63235.png,[&AgHlKAAA]
10470,Hearty Scale Coat,35,https://render.guildwars2.com/file/CB05A3BAE659640995CA934C62726D39CC980DA4/63235.png,[&AgHmKAAA]
10471,Ravaging Scale Coat,35,https://render.guildwars2.com/file/CB05A3BAE659640995CA934C62726D39CC980DA4/63235.png,[&AgHnKAAA]
10472,Malign Chain Helm,15,https://render.guildwars2.com/file/4571AFDB3F60093B93C03105CB05DD95E1082908/63237.png,[&AgHoKAAA]
10473,Healing Chain Helm,20,https://render.guildwars2.com/file/4571AFDB3F60093B93C03105CB05DD95E1082908/63237.png,[&AgHpKAAA]
10474,Malign Chain Helm,20,https://render.guildwars2.com/file/4571AFDB3F60093B93C03105CB05DD95E1082908/63237.png,[&AgHqKAAA]
10475,Ravaging Scale Helm,25,https://render.guildwars2.com/file/624CAAAC0D91F114D6CD6C02096EB9B02B40C23D/63238.png,[&AgHrKAAA]
10476,Hearty Scale Helm,35,https://render.guildwars2.com/file/624CAAAC0D91F114D6CD6C02096EB9B02B40C23D/63238.png,[&AgHsKAAA]
10477,Ravaging Scale Helm,35,https://render.guildwars2.com/file/624CAAAC0D91F114D6CD6C02096EB9B02B40C23D/63238.png,[&AgHtKAAA]
10478,Valkyrie Tempered Scale Pauldrons,55,https://render.guildwars2.com/file/04D2317D7B75E20C95223E72CF6B1A2FE2E55237/61549.png,[&AgHuKAAA]
10479,Carrion Tempered Scale Pauldrons,55,https://render.guildwars2.com/file/04D2317D7B75E20C95223E72CF6B1A2FE2E55237/61549.png,[&AgHvKAAA]
10480,Knight's Tempered Scale Pauldrons,55,https://render.guildwars2.com/file/04D2317D7B75E20C95223E72CF6B1A2FE2E55237/61549.png,[&AgHwKAAA]
10481,Rampager's Tempered Scale Pauldrons,60,https://render.guildwars2.com/file/04D2317D7B75E20C95223E72CF6B1A2FE2E55237/61549.png,[&AgHxKAAA]
10482,Berserker's Tempered Scale Pauldrons,60,https://render.guildwars2.com/file/04D2317D7B75E20C95223E72CF6B1A2FE2E55237/61549.png,[&AgHyKAAA]
10483,Cleric's Tempered Scale Pauldrons,60,https://render.guildwars2.com/file/04D2317D7B75E20C95223E72CF6B1A2FE2E55237/61549.png,[&AgHzKAAA]
10484,Tempered Scale Pauldrons,60,https://render.guildwars2.com/file/04D2317D7B75E20C95223E72CF6B1A2FE2E55237/61549.png,[&AgH0KAAA]
10485,Berserker's Tempered Scale Pauldrons,65,https://render.guildwars2.com/file/04D2317D7B75E20C95223E72CF6B1A2FE2E55237/61549.png,[&AgH1KAAA]
10486,Cleric's Tempered Scale Pauldrons,65,https://render.guildwars2.com/file/04D2317D7B75E20C95223E72CF6B1A2FE2E55237/61549.png,[&AgH2KAAA]
10487,Valkyrie Tempered Scale Pauldrons,65,https://render.guildwars2.com/file/04D2317D7B75E20C95223E72CF6B1A2FE2E55237/61549.png,[&AgH3KAAA]
10488,Carrion Tempered Scale Pauldrons,65,https://render.guildwars2.com/file/04D2317D7B75E20C95223E72CF6B1A2FE2E55237/61549.png,[&AgH4KAAA]
10489,Knight's Tempered Scale Pauldrons,65,https://render.guildwars2.com/file/04D2317D7B75E20C95223E72CF6B1A2FE2E55237/61549.png,[&AgH5KAAA]
10490,Rampager's Tempered Scale Pauldrons,65,https://render.guildwars2.com/file/04D2317D7B75E20C95223E72CF6B1A2FE2E55237/61549.png,[&AgH6KAAA]
10491,Tempered Scale Pauldrons,65,https://render.guildwars2.com/file/04D2317D7B75E20C95223E72CF6B1A2FE2E55237/61549.png,[&AgH7KAAA]
10492,Carrion Barbaric Pauldrons,80,https://render.guildwars2.com/file/742B082701940B4AE9F9696A60455B68150546EB/61365.png,[&AgH8KAAA]
10493,Knight's Barbaric Pauldrons,80,https://render.guildwars2.com/file/742B082701940B4AE9F9696A60455B68150546EB/61365.png,[&AgH9KAAA]
10494,Valkyrie Barbaric Pauldrons,80,https://render.guildwars2.com/file/742B082701940B4AE9F9696A60455B68150546EB/61365.png,[&AgH+KAAA]
10495,Cleric's Barbaric Pauldrons,80,https://render.guildwars2.com/file/742B082701940B4AE9F9696A60455B68150546EB/61365.png,[&AgH/KAAA]
10496,Barbaric Pauldrons,80,https://render.guildwars2.com/file/742B082701940B4AE9F9696A60455B68150546EB/61365.png,[&AgEAKQAA]
10497,Berserker's Barbaric Pauldrons,75,https://render.guildwars2.com/file/742B082701940B4AE9F9696A60455B68150546EB/61365.png,[&AgEBKQAA]
10498,Cleric's Barbaric Pauldrons,75,https://render.guildwars2.com/file/742B082701940B4AE9F9696A60455B68150546EB/61365.png,[&AgECKQAA]
10499,Valkyrie Barbaric Pauldrons,70,https://render.guildwars2.com/file/742B082701940B4AE9F9696A60455B68150546EB/61365.png,[&AgEDKQAA]
10500,Carrion Barbaric Pauldrons,70,https://render.guildwars2.com/file/742B082701940B4AE9F9696A60455B68150546EB/61365.png,[&AgEEKQAA]
10501,Knight's Barbaric Pauldrons,70,https://render.guildwars2.com/file/742B082701940B4AE9F9696A60455B68150546EB/61365.png,[&AgEFKQAA]
10502,Berserker's Barbaric Pauldrons,80,https://render.guildwars2.com/file/742B082701940B4AE9F9696A60455B68150546EB/61365.png,[&AgEGKQAA]
10503,Rampager's Barbaric Pauldrons,75,https://render.guildwars2.com/file/742B082701940B4AE9F9696A60455B68150546EB/61365.png,[&AgEHKQAA]
10504,Barbaric Pauldrons,75,https://render.guildwars2.com/file/742B082701940B4AE9F9696A60455B68150546EB/61365.png,[&AgEIKQAA]
10505,Rampager's Barbaric Pauldrons,80,https://render.guildwars2.com/file/742B082701940B4AE9F9696A60455B68150546EB/61365.png,[&AgEJKQAA]
10506,Carrion Draconic Pauldrons,80,https://render.guildwars2.com/file/9A1A03AA6818EACB1E63B43F06150925484B200D/61567.png,[&AgEKKQAA]
10507,Cleric's Draconic Pauldrons,80,https://render.guildwars2.com/file/9A1A03AA6818EACB1E63B43F06150925484B200D/61567.png,[&AgELKQAA]
10509,Berserker's Draconic Pauldrons,80,https://render.guildwars2.com/file/9A1A03AA6818EACB1E63B43F06150925484B200D/61567.png,[&AgENKQAA]
10510,Rampager's Draconic Pauldrons,80,https://render.guildwars2.com/file/9A1A03AA6818EACB1E63B43F06150925484B200D/61567.png,[&AgEOKQAA]
10511,Knight's Draconic Pauldrons,80,https://render.guildwars2.com/file/9A1A03AA6818EACB1E63B43F06150925484B200D/61567.png,[&AgEPKQAA]
10512,Valkyrie Draconic Pauldrons,80,https://render.guildwars2.com/file/9A1A03AA6818EACB1E63B43F06150925484B200D/61567.png,[&AgEQKQAA]
10513,Valkyrie Tempered Scale Legs,55,https://render.guildwars2.com/file/B5379D04CEA26367C097F402B3406B6B51ADA65D/61548.png,[&AgERKQAA]
10514,Carrion Tempered Scale Legs,55,https://render.guildwars2.com/file/B5379D04CEA26367C097F402B3406B6B51ADA65D/61548.png,[&AgESKQAA]
10515,Knight's Tempered Scale Legs,55,https://render.guildwars2.com/file/B5379D04CEA26367C097F402B3406B6B51ADA65D/61548.png,[&AgETKQAA]
10516,Rampager's Tempered Scale Legs,60,https://render.guildwars2.com/file/B5379D04CEA26367C097F402B3406B6B51ADA65D/61548.png,[&AgEUKQAA]
10517,Berserker's Tempered Scale Legs,60,https://render.guildwars2.com/file/B5379D04CEA26367C097F402B3406B6B51ADA65D/61548.png,[&AgEVKQAA]
10518,Cleric's Tempered Scale Legs,60,https://render.guildwars2.com/file/B5379D04CEA26367C097F402B3406B6B51ADA65D/61548.png,[&AgEWKQAA]
10519,Tempered Scale Legs,60,https://render.guildwars2.com/file/B5379D04CEA26367C097F402B3406B6B51ADA65D/61548.png,[&AgEXKQAA]
10520,Berserker's Tempered Scale Legs,65,https://render.guildwars2.com/file/B5379D04CEA26367C097F402B3406B6B51ADA65D/61548.png,[&AgEYKQAA]
10521,Cleric's Tempered Scale Legs,65,https://render.guildwars2.com/file/B5379D04CEA26367C097F402B3406B6B51ADA65D/61548.png,[&AgEZKQAA]
10522,Valkyrie Tempered Scale Legs,65,https://render.guildwars2.com/file/B5379D04CEA26367C097F402B3406B6B51ADA65D/61548.png,[&AgEaKQAA]
10523,Carrion Tempered Scale Legs,65,https://render.guildwars2.com/file/B5379D04CEA26367C097F402B3406B6B51ADA65D/61548.png,[&AgEbKQAA]
10524,Knight's Tempered Scale Legs,65,https://render.guildwars2.com/file/B5379D04CEA26367C097F402B3406B6B51ADA65D/61548.png,[&AgEcKQAA]
10525,Rampager's Tempered Scale Legs,65,https://render.guildwars2.com/file/B5379D04CEA26367C097F402B3406B6B51ADA65D/61548.png,[&AgEdKQAA]
10526,Tempered Scale Legs,65,https://render.guildwars2.com/file/B5379D04CEA26367C097F402B3406B6B51ADA65D/61548.png,[&AgEeKQAA]
10527,Carrion Barbaric Legplates,80,https://render.guildwars2.com/file/969B0DDA122E53341858AE6806CDFC02EF236628/61364.png,[&AgEfKQAA]
10528,Knight's Barbaric Legplates,80,https://render.guildwars2.com/file/969B0DDA122E53341858AE6806CDFC02EF236628/61364.png,[&AgEgKQAA]
10529,Valkyrie Barbaric Legplates,80,https://render.guildwars2.com/file/969B0DDA122E53341858AE6806CDFC02EF236628/61364.png,[&AgEhKQAA]
10530,Cleric's Barbaric Legplates,80,https://render.guildwars2.com/file/969B0DDA122E53341858AE6806CDFC02EF236628/61364.png,[&AgEiKQAA]
10531,Barbaric Legplates,80,https://render.guildwars2.com/file/969B0DDA122E53341858AE6806CDFC02EF236628/61364.png,[&AgEjKQAA]
10532,Berserker's Barbaric Legplates,75,https://render.guildwars2.com/file/969B0DDA122E53341858AE6806CDFC02EF236628/61364.png,[&AgEkKQAA]
10533,Cleric's Barbaric Legplates,75,https://render.guildwars2.com/file/969B0DDA122E53341858AE6806CDFC02EF236628/61364.png,[&AgElKQAA]
10534,Valkyrie Barbaric Legplates,70,https://render.guildwars2.com/file/969B0DDA122E53341858AE6806CDFC02EF236628/61364.png,[&AgEmKQAA]
10535,Carrion Barbaric Legplates,70,https://render.guildwars2.com/file/969B0DDA122E53341858AE6806CDFC02EF236628/61364.png,[&AgEnKQAA]
10536,Knight's Barbaric Legplates,70,https://render.guildwars2.com/file/969B0DDA122E53341858AE6806CDFC02EF236628/61364.png,[&AgEoKQAA]
10537,Berserker's Barbaric Legplates,80,https://render.guildwars2.com/file/969B0DDA122E53341858AE6806CDFC02EF236628/61364.png,[&AgEpKQAA]
10538,Rampager's Barbaric Legplates,75,https://render.guildwars2.com/file/969B0DDA122E53341858AE6806CDFC02EF236628/61364.png,[&AgEqKQAA]
10539,Barbaric Legplates,75,https://render.guildwars2.com/file/969B0DDA122E53341858AE6806CDFC02EF236628/61364.png,[&AgErKQAA]
10540,Rampager's Barbaric Legplates,80,https://render.guildwars2.com/file/969B0DDA122E53341858AE6806CDFC02EF236628/61364.png,[&AgEsKQAA]
10541,Carrion Draconic Legs,80,https://render.guildwars2.com/file/5B4F503619F5F5C659E961E76E290BAB6F234816/61566.png,[&AgEtKQAA]
10542,Cleric's Draconic Legs,80,https://render.guildwars2.com/file/5B4F503619F5F5C659E961E76E290BAB6F234816/61566.png,[&AgEuKQAA]
10543,Draconic Legs,80,https://render.guildwars2.com/file/5B4F503619F5F5C659E961E76E290BAB6F234816/61566.png,[&AgEvKQAA]
10544,Berserker's Draconic Legs,80,https://render.guildwars2.com/file/5B4F503619F5F5C659E961E76E290BAB6F234816/61566.png,[&AgEwKQAA]
10545,Rampager's Draconic Legs,80,https://render.guildwars2.com/file/5B4F503619F5F5C659E961E76E290BAB6F234816/61566.png,[&AgExKQAA]
10546,Knight's Draconic Legs,80,https://render.guildwars2.com/file/5B4F503619F5F5C659E961E76E290BAB6F234816/61566.png,[&AgEyKQAA]
10547,Valkyrie Draconic Legs,80,https://render.guildwars2.com/file/5B4F503619F5F5C659E961E76E290BAB6F234816/61566.png,[&AgEzKQAA]
10548,Valkyrie Tempered Scale Greaves,55,https://render.guildwars2.com/file/39AD0FFC116EB9190E07E73446484DE8279151E7/61544.png,[&AgE0KQAA]
10549,Carrion Tempered Scale Greaves,55,https://render.guildwars2.com/file/39AD0FFC116EB9190E07E73446484DE8279151E7/61544.png,[&AgE1KQAA]
10550,Knight's Tempered Scale Greaves,55,https://render.guildwars2.com/file/39AD0FFC116EB9190E07E73446484DE8279151E7/61544.png,[&AgE2KQAA]
10551,Rampager's Tempered Scale Greaves,60,https://render.guildwars2.com/file/39AD0FFC116EB9190E07E73446484DE8279151E7/61544.png,[&AgE3KQAA]
10552,Berserker's Tempered Scale Greaves,60,https://render.guildwars2.com/file/39AD0FFC116EB9190E07E73446484DE8279151E7/61544.png,[&AgE4KQAA]
10553,Cleric's Tempered Scale Greaves,60,https://render.guildwars2.com/file/39AD0FFC116EB9190E07E73446484DE8279151E7/61544.png,[&AgE5KQAA]
10554,Tempered Scale Greaves,60,https://render.guildwars2.com/file/39AD0FFC116EB9190E07E73446484DE8279151E7/61544.png,[&AgE6KQAA]
10555,Berserker's Tempered Scale Greaves,65,https://render.guildwars2.com/file/39AD0FFC116EB9190E07E73446484DE8279151E7/61544.png,[&AgE7KQAA]
10556,Cleric's Tempered Scale Greaves,65,https://render.guildwars2.com/file/39AD0FFC116EB9190E07E73446484DE8279151E7/61544.png,[&AgE8KQAA]
10557,Valkyrie Tempered Scale Greaves,65,https://render.guildwars2.com/file/39AD0FFC116EB9190E07E73446484DE8279151E7/61544.png,[&AgE9KQAA]
10558,Carrion Tempered Scale Greaves,65,https://render.guildwars2.com/file/39AD0FFC116EB9190E07E73446484DE8279151E7/61544.png,[&AgE+KQAA]
10559,Knight's Tempered Scale Greaves,65,https://render.guildwars2.com/file/39AD0FFC116EB9190E07E73446484DE8279151E7/61544.png,[&AgE/KQAA]
10560,Rampager's Tempered Scale Greaves,65,https://render.guildwars2.com/file/39AD0FFC116EB9190E07E73446484DE8279151E7/61544.png,[&AgFAKQAA]
10562,Carrion Barbaric Boots,80,https://render.guildwars2.com/file/BEEA9D153C3323AC243E0BA66B37CBCE9BBCCEBF/61360.png,[&AgFCKQAA]
10563,Knight's Barbaric Boots,80,https://render.guildwars2.com/file/BEEA9D153C3323AC243E0BA66B37CBCE9BBCCEBF/61360.png,[&AgFDKQAA]
10564,Valkyrie Barbaric Boots,80,https://render.guildwars2.com/file/BEEA9D153C3323AC243E0BA66B37CBCE9BBCCEBF/61360.png,[&AgFEKQAA]
10565,Cleric's Barbaric Boots,80,https://render.guildwars2.com/file/BEEA9D153C3323AC243E0BA66B37CBCE9BBCCEBF/61360.png,[&AgFFKQAA]
10566,Barbaric Boots,80,https://render.guildwars2.com/file/BEEA9D153C3323AC243E0BA66B37CBCE9BBCCEBF/61360.png,[&AgFGKQAA]
10567,Berserker's Barbaric Boots,75,https://render.guildwars2.com/file/BEEA9D153C3323AC243E0BA66B37CBCE9BBCCEBF/61360.png,[&AgFHKQAA]
10568,Cleric's Barbaric Boots,75,https://render.guildwars2.com/file/BEEA9D153C3323AC243E0BA66B37CBCE9BBCCEBF/61360.png,[&AgFIKQAA]
10569,Valkyrie Barbaric Boots,70,https://render.guildwars2.com/file/BEEA9D153C3323AC243E0BA66B37CBCE9BBCCEBF/61360.png,[&AgFJKQAA]
10570,Carrion Barbaric Boots,70,https://render.guildwars2.com/file/BEEA9D153C3323AC243E0BA66B37CBCE9BBCCEBF/61360.png,[&AgFKKQAA]
10571,Knight's Barbaric Boots,70,https://render.guildwars2.com/file/BEEA9D153C3323AC243E0BA66B37CBCE9BBCCEBF/61360.png,[&AgFLKQAA]
10572,Berserker's Barbaric Boots,80,https://render.guildwars2.com/file/BEEA9D153C3323AC243E0BA66B37CBCE9BBCCEBF/61360.png,[&AgFMKQAA]
10573,Rampager's Barbaric Boots,75,https://render.guildwars2.com/file/BEEA9D153C3323AC243E0BA66B37CBCE9BBCCEBF/61360.png,[&AgFNKQAA]
10574,Barbaric Boots,75,https://render.guildwars2.com/file/BEEA9D153C3323AC243E0BA66B37CBCE9BBCCEBF/61360.png,[&AgFOKQAA]
10575,Rampager's Barbaric Boots,80,https://render.guildwars2.com/file/BEEA9D153C3323AC243E0BA66B37CBCE9BBCCEBF/61360.png,[&AgFPKQAA]
10576,Carrion Draconic Boots,80,https://render.guildwars2.com/file/ABA5149ABEFE50D5F460E5CF6D50A81D09435091/61562.png,[&AgFQKQAA]
10577,Cleric's Draconic Boots,80,https://render.guildwars2.com/file/ABA5149ABEFE50D5F460E5CF6D50A81D09435091/61562.png,[&AgFRKQAA]
10579,Berserker's Draconic Boots,80,https://render.guildwars2.com/file/ABA5149ABEFE50D5F460E5CF6D50A81D09435091/61562.png,[&AgFTKQAA]
10580,Rampager's Draconic Boots,80,https://render.guildwars2.com/file/ABA5149ABEFE50D5F460E5CF6D50A81D09435091/61562.png,[&AgFUKQAA]
10581,Knight's Draconic Boots,80,https://render.guildwars2.com/file/ABA5149ABEFE50D5F460E5CF6D50A81D09435091/61562.png,[&AgFVKQAA]
10582,Valkyrie Draconic Boots,80,https://render.guildwars2.com/file/ABA5149ABEFE50D5F460E5CF6D50A81D09435091/61562.png,[&AgFWKQAA]
10583,Valkyrie Tempered Scale Gauntlets,55,https://render.guildwars2.com/file/2995BC049673C7B2A9F41C111154FC77F31F4F02/61546.png,[&AgFXKQAA]
10584,Carrion Tempered Scale Gauntlets,55,https://render.guildwars2.com/file/2995BC049673C7B2A9F41C111154FC77F31F4F02/61546.png,[&AgFYKQAA]
10585,Knight's Tempered Scale Gauntlets,55,https://render.guildwars2.com/file/2995BC049673C7B2A9F41C111154FC77F31F4F02/61546.png,[&AgFZKQAA]
10586,Rampager's Tempered Scale Gauntlets,60,https://render.guildwars2.com/file/2995BC049673C7B2A9F41C111154FC77F31F4F02/61546.png,[&AgFaKQAA]
10587,Berserker's Tempered Scale Gauntlets,60,https://render.guildwars2.com/file/2995BC049673C7B2A9F41C111154FC77F31F4F02/61546.png,[&AgFbKQAA]
10588,Cleric's Tempered Scale Gauntlets,60,https://render.guildwars2.com/file/2995BC049673C7B2A9F41C111154FC77F31F4F02/61546.png,[&AgFcKQAA]
10589,Tempered Scale Gauntlets,60,https://render.guildwars2.com/file/2995BC049673C7B2A9F41C111154FC77F31F4F02/61546.png,[&AgFdKQAA]
10590,Berserker's Tempered Scale Gauntlets,65,https://render.guildwars2.com/file/2995BC049673C7B2A9F41C111154FC77F31F4F02/61546.png,[&AgFeKQAA]
10591,Cleric's Tempered Scale Gauntlets,65,https://render.guildwars2.com/file/2995BC049673C7B2A9F41C111154FC77F31F4F02/61546.png,[&AgFfKQAA]
10592,Valkyrie Tempered Scale Gauntlets,65,https://render.guildwars2.com/file/2995BC049673C7B2A9F41C111154FC77F31F4F02/61546.png,[&AgFgKQAA]
10593,Carrion Tempered Scale Gauntlets,65,https://render.guildwars2.com/file/2995BC049673C7B2A9F41C111154FC77F31F4F02/61546.png,[&AgFhKQAA]
10594,Knight's Tempered Scale Gauntlets,65,https://render.guildwars2.com/file/2995BC049673C7B2A9F41C111154FC77F31F4F02/61546.png,[&AgFiKQAA]
10595,Rampager's Tempered Scale Gauntlets,65,https://render.guildwars2.com/file/2995BC049673C7B2A9F41C111154FC77F31F4F02/61546.png,[&AgFjKQAA]
10596,Tempered Scale Gauntlets,65,https://render.guildwars2.com/file/2995BC049673C7B2A9F41C111154FC77F31F4F02/61546.png,[&AgFkKQAA]
10597,Carrion Barbaric Gloves,80,https://render.guildwars2.com/file/01CB564B1D3D9AB10578F8FD78C39A7637BBF2BB/61362.png,[&AgFlKQAA]
10598,Knight's Barbaric Gloves,80,https://render.guildwars2.com/file/01CB564B1D3D9AB10578F8FD78C39A7637BBF2BB/61362.png,[&AgFmKQAA]
10599,Valkyrie Barbaric Gloves,80,https://render.guildwars2.com/file/01CB564B1D3D9AB10578F8FD78C39A7637BBF2BB/61362.png,[&AgFnKQAA]
10600,Cleric's Barbaric Gloves,80,https://render.guildwars2.com/file/01CB564B1D3D9AB10578F8FD78C39A7637BBF2BB/61362.png,[&AgFoKQAA]
10602,Berserker's Barbaric Gloves,75,https://render.guildwars2.com/file/01CB564B1D3D9AB10578F8FD78C39A7637BBF2BB/61362.png,[&AgFqKQAA]
10603,Cleric's Barbaric Gloves,75,https://render.guildwars2.com/file/01CB564B1D3D9AB10578F8FD78C39A7637BBF2BB/61362.png,[&AgFrKQAA]
10604,Valkyrie Barbaric Gloves,70,https://render.guildwars2.com/file/01CB564B1D3D9AB10578F8FD78C39A7637BBF2BB/61362.png,[&AgFsKQAA]
10605,Carrion Barbaric Gloves,70,https://render.guildwars2.com/file/01CB564B1D3D9AB10578F8FD78C39A7637BBF2BB/61362.png,[&AgFtKQAA]
10606,Knight's Barbaric Gloves,70,https://render.guildwars2.com/file/01CB564B1D3D9AB10578F8FD78C39A7637BBF2BB/61362.png,[&AgFuKQAA]
10607,Berserker's Barbaric Gloves,80,https://render.guildwars2.com/file/01CB564B1D3D9AB10578F8FD78C39A7637BBF2BB/61362.png,[&AgFvKQAA]
10608,Rampager's Barbaric Gloves,75,https://render.guildwars2.com/file/01CB564B1D3D9AB10578F8FD78C39A7637BBF2BB/61362.png,[&AgFwKQAA]
10609,Barbaric Gloves,75,https://render.guildwars2.com/file/01CB564B1D3D9AB10578F8FD78C39A7637BBF2BB/61362.png,[&AgFxKQAA]
10610,Rampager's Barbaric Gloves,80,https://render.guildwars2.com/file/01CB564B1D3D9AB10578F8FD78C39A7637BBF2BB/61362.png,[&AgFyKQAA]
10611,Carrion Draconic Gauntlets,80,https://render.guildwars2.com/file/0AAAED031F08DDAF665339E8DC060D2BFDE60C7B/61564.png,[&AgFzKQAA]
10612,Cleric's Draconic Gauntlets,80,https://render.guildwars2.com/file/0AAAED031F08DDAF665339E8DC060D2BFDE60C7B/61564.png,[&AgF0KQAA]
10614,Berserker's Draconic Gauntlets,80,https://render.guildwars2.com/file/0AAAED031F08DDAF665339E8DC060D2BFDE60C7B/61564.png,[&AgF2KQAA]
